customer_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,is_dormant,churn_probability,predicted_churn,risk_score
CUST-00202,9,0,33,0,2373,58,349,20,2,1,1,1679.895,0,0,6.055350208919613e-07,0,0.0010172352539213013
CUST-00704,2,0,38,0,2170,38,276,15,3,1,1,1192.32,0,0,8.345113605178948e-07,0,0.0009950045853726963
CUST-02521,8,0,34,1,6975,97,7,20,4,1,1,194.3,0,0,5.1178540787419765e-06,0,0.000994399047499566
CUST-02117,5,0,32,1,3065,26,7,12,3,1,1,151.64,0,0,6.53041543982077e-06,0,0.0009902721972944214
CUST-02194,10,0,33,1,2498,56,351,20,3,1,1,1506.16,0,0,6.531687068254701e-07,0,0.0009837765794722501
CUST-02032,13,0,27,0,945,28,12,7,3,1,2,86.92,0,0,1.1303019512876702e-05,0,0.000982458456059243
CUST-02133,5,0,24,0,305,6,18,2,4,1,2,52.775,0,0,1.8464490229568638e-05,0,0.0009744634718654848
CUST-00279,6,0,42,1,1928,35,15,12,4,1,1,86.575,0,0,1.1246364631285452e-05,0,0.0009736540179535381
CUST-00817,10,0,42,2,6718,81,116,38,2,1,1,827.955,0,0,1.171439105394537e-06,0,0.0009698988645069339
CUST-00937,4,0,24,0,515,21,0,13,2,1,1,24.12,0,0,4.008328442321736e-05,0,0.0009668088202880028
CUST-01279,0,0,26,0,2275,6,0,6,3,1,1,91.24,0,0,1.0582031705007165e-05,0,0.0009655045727648536
CUST-01688,1,0,14,2,2357,38,15,14,3,1,1,155.8,0,0,6.19618472423539e-06,0,0.0009653655800358738
CUST-00271,13,0,43,2,6978,85,123,43,2,1,1,871.335,0,0,1.1034157187320626e-06,0,0.0009614447352814017
CUST-02581,18,0,29,0,1195,32,26,12,3,1,2,153.08,0,0,6.2638573859817436e-06,0,0.0009588712886460854
CUST-00738,8,0,25,0,1035,31,10,10,2,1,1,92.97,0,0,1.0291114189268853e-05,0,0.0009567648861763253
CUST-02139,12,0,14,3,3078,49,28,17,3,1,1,237.08,0,0,4.0292237946584885e-06,0,0.0009552483772376345
CUST-01905,9,0,40,2,3400,33,490,10,3,1,1,2097.32,0,0,4.548434874698581e-07,0,0.0009539523431402828
CUST-00565,0,0,38,0,990,20,32,15,2,1,2,189.45,0,0,4.909016633483481e-06,0,0.0009300132012134454
CUST-00086,6,0,37,1,1725,47,43,22,3,1,1,242.88,0,0,3.822524355281526e-06,0,0.0009284147154107771
CUST-00339,0,0,20,0,1308,29,15,62,4,1,1,70.925,0,0,1.2960302824695161e-05,0,0.0009192094778415043
CUST-01391,0,0,21,0,1083,25,12,61,4,1,1,57.7,0,0,1.5924745210511292e-05,0,0.0009188577986465016
CUST-01908,5,0,39,0,1180,20,7,13,2,1,2,85.5,0,0,1.0616624257204646e-05,0,0.0009077213739909972
CUST-01802,10,0,36,0,15890,187,151,28,2,1,1,1402.965,0,0,6.458248168161402e-07,0,0.0009060696141244562
CUST-00978,0,0,35,0,570,8,0,9,2,1,2,26.01,0,0,3.470316162589502e-05,0,0.0009026292338895297
CUST-01623,0,0,34,0,1553,20,2,7,3,1,1,70.92,0,0,1.2699673775570227e-05,0,0.0009006608641634405
CUST-02612,11,0,39,2,6833,80,106,36,2,1,1,788.085,0,0,1.1421561264255243e-06,0,0.0009001161108940593
CUST-01678,0,0,34,0,2285,46,159,18,2,1,1,820.395,0,0,1.081396726509548e-06,0,0.0008871724674448006
CUST-00897,4,0,36,0,1743,49,334,24,2,1,1,1583.64,0,0,5.55279399922799e-07,0,0.0008793626688937415
CUST-00487,10,0,36,2,3380,63,196,38,2,1,1,1036.935,0,0,8.443547351808666e-07,0,0.0008755409773247718
CUST-00695,10,0,16,3,3042,46,40,22,3,1,1,283.52,0,0,3.086361026636169e-06,0,0.0008750450782718866
CUST-02005,6,0,38,1,3340,30,485,8,3,1,1,2074.8,0,0,4.217367038637279e-07,0,0.0008750193131764627
CUST-01481,16,0,29,0,15170,222,0,63,2,1,1,692.64,0,0,1.2579703721097902e-06,0,0.0008713205985381251
CUST-01220,0,0,41,0,830,18,8,15,2,1,2,74.16,0,0,1.1718280349454479e-05,0,0.0008690276707155441
CUST-01094,0,0,32,0,2415,44,163,19,2,1,1,844.155,0,0,1.0224623906797493e-06,0,0.0008631167394042638
CUST-02086,8,0,24,2,2080,34,45,20,3,1,1,264.56,0,0,3.25859139465308e-06,0,0.0008620929393694189
CUST-01685,0,0,16,0,1200,19,12,9,2,1,1,108.855,0,0,7.905932929934058e-06,0,0.0008606003290879719
CUST-02828,3,0,28,1,910,31,175,13,2,2,1,829.845,0,0,1.0368531000582188e-06,0,0.0008604273608178126
CUST-00613,9,0,36,0,15370,176,118,26,2,1,1,1230.57,0,0,6.992050022896004e-07,0,0.0008604206996675136
CUST-01714,0,0,27,0,2535,10,0,11,3,1,1,101.8,0,0,8.437804839445972e-06,0,0.0008589685326555999
CUST-01561,4,0,34,0,15065,170,111,24,2,1,1,1185.075,0,0,7.247553923190163e-07,0,0.0008588894965524583
CUST-01455,0,0,36,0,1488,42,0,16,1,1,1,84.15,0,0,1.0195094992792164e-05,0,0.0008579172436434607
CUST-01584,6,0,24,0,280,13,0,1,2,1,2,13.185,0,0,6.497231675308169e-05,0,0.0008566599963893821
CUST-00138,1,0,25,0,1255,33,188,9,2,2,1,903.96,0,0,9.362940220583079e-07,0,0.000846372344179828
CUST-02297,14,0,37,2,3900,80,28,25,3,1,1,271.2,0,0,3.1004268816289482e-06,0,0.0008408357702977707
CUST-02630,7,0,28,1,1683,44,28,67,5,1,1,67.905,0,0,1.2359406067916346e-05,0,0.0008392654690418595
CUST-02121,5,0,34,1,1893,29,7,4,4,1,1,65.55,0,0,1.2795963431557526e-05,0,0.0008387754029385958
CUST-01256,0,0,29,0,1888,44,337,16,2,1,1,1603.44,0,0,5.210872420777288e-07,0,0.0008355321274371134
CUST-00708,4,0,38,0,5728,94,0,9,3,1,1,232.88,0,0,3.581892247303069e-06,0,0.0008341510665519388
CUST-00662,11,0,37,0,15675,183,159,33,2,1,1,1429.11,0,0,5.831054147007885e-07,0,0.0008333217792030438
CUST-02294,13,0,36,1,2578,58,355,21,3,1,1,1525.44,0,0,5.442657226753551e-07,0,0.0008302447039978938
CUST-01261,3,0,29,0,8550,105,122,35,3,1,1,834.2,0,0,9.849988913964286e-07,0,0.0008216860752029007
CUST-01646,3,0,36,0,3703,59,0,30,2,1,1,169.29,0,0,4.826268929203545e-06,0,0.0008170390670248681
CUST-02476,7,0,39,2,4138,94,41,34,3,1,1,333.28,0,0,2.4504645208654772e-06,0,0.0008166908155140462
CUST-02233,5,0,22,0,305,6,13,2,4,1,2,40.275,0,0,2.0276468643080563e-05,0,0.0008166347746000696
CUST-00021,8,0,37,1,6718,75,108,37,2,1,1,791.685,0,0,1.0266141388410867e-06,0,0.0008127550145084056
CUST-01453,1,0,35,0,1548,44,331,7,2,1,1,1561.14,0,0,5.192252067156856e-07,0,0.0008105832392121254
CUST-00313,0,0,32,0,2835,17,468,2,3,1,1,1986.08,0,0,4.069383796020005e-07,0,0.0008082121769599412
CUST-02305,7,0,37,2,3220,25,479,5,3,1,1,2045.8,0,0,3.9499221361547775e-07,0,0.0008080750706145444
CUST-00314,4,0,31,0,15225,172,135,24,2,1,1,1300.365,0,0,6.127123409175034e-07,0,0.0007967496831971893
CUST-00761,1,0,32,0,6500,80,178,25,3,1,1,975.2,0,0,8.138366105778629e-07,0,0.000793653462635532
CUST-01569,16,0,33,6,10015,81,0,36,4,1,1,252.4,0,0,3.1261296406918747e-06,0,0.0007890351213106292
CUST-00082,3,0,38,2,398,7,9,4,5,1,1,19.575,0,0,4.030613447843032e-05,0,0.0007889925824152735
CUST-00220,6,0,33,0,11385,152,1,43,3,1,1,465.48,0,0,1.6942662392925985e-06,0,0.0007886470490659188
CUST-01078,0,0,33,0,6353,66,96,33,2,1,1,720.855,0,0,1.091864640040863e-06,0,0.0007870760850966562
CUST-00452,14,0,37,2,3053,70,380,39,3,1,1,1644.92,0,0,4.774456852081869e-07,0,0.0007853599565126509
CUST-00784,2,0,22,0,1315,30,185,10,2,2,1,893.025,0,0,8.723472367692653e-07,0,0.0007790278911158731
CUST-02482,5,0,29,0,1245,22,60,9,4,1,2,181.675,0,0,4.24842958496972e-06,0,0.000771833444849374
CUST-00213,3,0,34,0,3015,25,473,4,3,1,1,2013.6,0,0,3.805202956894802e-07,0,0.0007662156674003372
CUST-01617,18,0,34,7,10320,88,3,43,4,1,1,267.7,0,0,2.852773445704809e-06,0,0.0007636874514151774
CUST-01072,1,0,33,0,15120,173,138,26,2,1,1,1309.185,0,0,5.8138948812479e-07,0,0.0007611463970106532
CUST-00488,8,0,27,3,1915,46,214,26,2,2,1,1051.245,0,0,7.211289370915871e-07,0,0.0007580831894728454
CUST-00934,0,0,25,0,858,28,5,68,4,1,1,34.65,0,0,2.1617246986329727e-05,0,0.000749037608076325
CUST-01038,0,0,36,0,1423,22,0,6,3,1,1,57.8,0,0,1.2894621247066395e-05,0,0.0007453091080804376
CUST-02670,6,0,30,1,7090,97,13,23,4,1,1,212.175,0,0,3.4990907591537603e-06,0,0.0007424195818234491
CUST-00173,22,1,40,9,10515,95,11,46,5,1,1,175.65,0,0,4.1745726185832485e-06,0,0.0007332636804541476
CUST-00440,9,0,24,0,520,17,0,2,2,1,2,24.165,0,0,3.0284366185038164e-05,0,0.0007318217088614472
CUST-00995,0,0,33,0,1360,38,31,18,3,1,2,179.92,0,0,4.054151338253182e-06,0,0.0007294229087785125
CUST-02416,5,0,36,1,2545,18,7,6,3,1,1,130.52,0,0,5.574163836059615e-06,0,0.0007275398638825009
CUST-01160,0,0,32,0,2008,50,0,27,1,1,1,113.19,0,0,6.387116826593299e-06,0,0.0007229577536020955
CUST-00599,8,0,37,0,4255,65,0,13,2,1,1,194.4,0,0,3.7047172453897678e-06,0,0.0007201970325037708
CUST-00769,19,0,31,7,10435,87,0,41,4,1,1,263.05,0,0,2.724812457184861e-06,0,0.0007167619168624778
CUST-00653,13,0,38,1,3965,83,41,31,3,1,1,325.92,0,0,2.197668756559711e-06,0,0.0007162642011379409
CUST-01240,3,0,39,0,1620,48,46,24,3,1,2,250.72,0,0,2.8511836435660988e-06,0,0.0007148487631148923
CUST-01597,7,0,36,0,4083,61,3,36,1,1,1,244.42,0,0,2.9149424542179736e-06,0,0.000712470234659957
CUST-01596,7,0,35,0,2338,55,361,25,2,1,1,1732.185,0,0,4.1090971103488984e-07,0,0.0007117716378089706
CUST-01317,1,0,39,0,2970,29,487,11,3,1,1,2067.96,0,0,3.389662150244473e-07,0,0.000700968574021956
CUST-01536,0,0,26,1,1125,36,218,13,2,2,1,1033.245,0,0,6.720251268791513e-07,0,0.0006943666022222486
CUST-00187,7,0,40,1,2860,55,185,27,2,1,1,963.675,0,0,7.193124608741016e-07,0,0.0006931834357328499
CUST-00136,0,0,33,0,1605,41,33,18,3,1,2,197.84,0,0,3.4907959389955652e-06,0,0.0006906190685708827
CUST-00014,9,0,37,0,15485,182,150,30,2,1,1,1380.015,0,0,4.997499302718988e-07,0,0.0006896624000241744
CUST-02251,14,0,43,2,5000,97,20,32,3,1,1,283.88,0,0,2.415566492510796e-06,0,0.0006857310158939647
CUST-02332,14,0,26,0,825,23,7,4,3,1,2,61.92,0,0,1.1073111936027828e-05,0,0.0006856470910788432
CUST-00828,2,0,41,2,338,10,12,3,5,1,1,23.22,0,0,2.9503333963535546e-05,0,0.0006850674146332953
CUST-00989,0,0,34,0,1363,19,0,4,3,1,1,55.28,0,0,1.2390248563592555e-05,0,0.0006849329405953965
CUST-02257,10,0,42,2,6985,100,204,33,3,1,1,1099.4,0,0,6.186345263318009e-07,0,0.000680126798249182
CUST-02627,6,0,37,0,1780,49,36,19,3,1,2,217.16,0,0,3.1228103913791918e-06,0,0.0006781495045919052
CUST-01876,5,0,14,0,5377,124,53,40,1,2,1,594.055,0,0,1.1398530147773472e-06,0,0.000677135382693557
CUST-00294,7,0,24,1,1955,36,43,20,3,1,1,251.64,0,0,2.6875417860289015e-06,0,0.0006762930150363127
CUST-02437,13,0,17,0,8638,167,59,27,5,1,1,220.575,0,0,3.0405960066751927e-06,0,0.0006706794641723806
CUST-02541,15,0,40,1,4865,78,21,22,3,1,1,281.72,0,0,2.3786119825682427e-06,0,0.0006701025677291254
CUST-00129,0,0,34,0,1608,22,0,4,3,1,1,65.2,0,0,1.0258155082069432e-05,0,0.000668831711350927
CUST-01704,2,0,30,0,15180,170,135,27,2,1,1,1298.25,0,0,5.127885857009534e-07,0,0.0006657277813862627
CUST-02101,11,0,36,1,4740,87,7,23,3,1,1,221.08,0,0,3.0060848985248923e-06,0,0.0006645852493658832
CUST-02189,18,0,24,5,3418,61,53,27,4,2,1,219.475,0,0,3.019633615570056e-06,0,0.0006627340877772381
CUST-01073,0,0,33,0,6135,77,174,22,3,1,1,944.48,0,0,7.005946490903361e-07,0,0.0006616976341728407
CUST-00211,8,0,34,0,2158,52,0,13,3,1,2,88.4,0,0,7.407118630417652e-06,0,0.0006547892869289205
CUST-02786,23,0,18,2,9947,188,88,42,5,1,1,284.025,0,0,2.2949293330509654e-06,0,0.0006518173038198004
CUST-01791,11,0,37,0,4603,71,2,33,1,1,1,268.07,0,0,2.4248848260567598e-06,0,0.0006500388753210356
CUST-01691,1,0,31,0,4065,59,0,14,2,1,1,185.58,0,0,3.4954504268374113e-06,0,0.0006486856902124869
CUST-01835,9,0,15,3,3257,50,32,17,3,1,1,260.28,0,0,2.4866162442237638e-06,0,0.0006472164760465612
CUST-01259,1,0,30,0,3210,66,10,20,2,1,1,192.42,0,0,3.362645518260579e-06,0,0.0006470402506237006
CUST-01583,0,0,23,0,1148,27,0,62,4,1,1,29.375,0,0,2.1867701345020128e-05,0,0.0006423637270099663
CUST-00402,8,0,34,0,2273,52,348,19,3,1,1,1485.0,0,0,4.319345907445345e-07,0,0.0006414228672556337
CUST-02349,22,1,39,5,10020,137,172,60,3,1,1,1094.28,0,0,5.81515688994632e-07,0,0.0006363409881530459
CUST-01995,12,0,38,1,4443,69,7,35,1,1,1,286.66,0,0,2.2100011565212886e-06,0,0.0006335189315283926
CUST-00282,5,0,42,2,598,14,19,8,5,1,1,37.68,0,0,1.6695093351077206e-05,0,0.0006290711174685891
CUST-01145,0,0,29,1,1090,32,196,13,2,2,1,932.49,0,0,6.733811916891304e-07,0,0.0006279212274381972
CUST-02205,5,0,34,1,3140,23,475,4,3,1,1,2026.52,0,0,3.0946548212225883e-07,0,0.0006271379888304
CUST-02543,17,0,39,1,2948,67,375,29,3,1,1,1620.6,0,0,3.83968043978162e-07,0,0.0006222586120710093
CUST-02048,10,0,44,2,2745,47,302,24,4,1,1,824.8,0,0,7.505185395614896e-07,0,0.0006190276914303166
CUST-01864,0,0,30,0,5770,80,0,20,4,1,1,146.25,0,0,4.207206110620495e-06,0,0.0006153038936782475
CUST-00304,0,0,32,0,2133,48,0,27,1,1,1,119.955,0,0,5.1134966202361675e-06,0,0.0006133894870804295
CUST-01346,7,0,26,0,1100,34,23,16,2,1,1,154.53,0,0,3.958314721922266e-06,0,0.0006116783739786477
CUST-01559,20,0,35,1,14720,213,15,26,2,1,1,739.485,0,0,8.223782064594725e-07,0,0.0006081363480036831
CUST-00152,11,0,41,1,2533,62,369,28,3,1,1,1579.8,0,0,3.8385524607416786e-07,0,0.0006064145177479704
CUST-02406,10,0,39,0,15190,178,136,17,2,1,1,1303.56,0,0,4.6136429202033816e-07,0,0.0006014160365060319
CUST-00760,7,0,32,0,15485,176,142,29,2,1,1,1343.745,0,0,4.4578562806118436e-07,0,0.0005990222087790761
CUST-02544,17,0,40,1,4693,73,17,40,1,1,1,355.63,0,0,1.684081824140484e-06,0,0.0005989100191190804
CUST-01663,1,0,35,0,6223,68,92,32,2,1,1,697.095,0,0,8.584106945687893e-07,0,0.0005983938031304302
CUST-00603,3,0,37,0,2278,52,0,29,1,1,1,128.15,0,0,4.592678786391076e-06,0,0.0005885517864760165
CUST-01130,17,0,38,8,10210,89,4,44,4,2,1,267.475,0,0,2.191675830313291e-06,0,0.0005862184927130476
CUST-01726,0,0,20,0,1010,24,178,8,2,2,1,847.53,0,0,6.795811225204913e-07,0,0.000575965388769792
CUST-02728,11,0,34,3,1620,48,208,14,3,2,1,898.72,0,0,6.395997962324667e-07,0,0.0005748211288700424
CUST-02485,7,0,21,2,2115,38,67,20,3,1,1,354.12,0,0,1.614758030162451e-06,0,0.0005718181136411271
CUST-02145,20,0,46,2,4763,82,23,43,1,1,1,392.975,0,0,1.4533805521822583e-06,0,0.000571142222493823
CUST-01680,0,0,24,0,1073,32,14,63,4,1,1,62.625,0,0,9.099631629726548e-06,0,0.0005698644308116251
CUST-01229,1,0,38,0,2795,26,8,18,3,1,1,144.84,0,0,3.897931887947518e-06,0,0.0005645764546503185
CUST-01169,0,0,32,0,2710,19,466,2,3,1,1,1973.16,0,0,2.858910367235605e-07,0,0.0005641087580214607
CUST-00733,4,0,36,0,2590,52,166,20,2,1,1,865.89,0,0,6.465219176988746e-07,0,0.0005598168633162785
CUST-00052,13,0,39,1,2513,63,364,26,3,1,1,1559.04,0,0,3.581310270258202e-07,0,0.0005583405963743347
CUST-00419,1,0,34,0,7328,119,373,38,2,1,1,2013.615,0,0,2.7075098123650555e-07,0,0.0005451882370825461
CUST-02506,8,0,38,1,6690,86,161,24,3,1,1,915.04,0,0,5.951588172237118e-07,0,0.0005445941241123852
CUST-02039,10,0,16,3,3098,48,33,19,3,1,1,257.84,0,0,2.11164359253804e-06,0,0.0005444661839000081
CUST-01665,14,0,34,7,9940,86,0,37,4,1,1,250.65,0,0,2.1671182396425835e-06,0,0.0005431881867664135
CUST-00113,1,0,36,0,3035,24,478,6,3,1,1,2034.36,0,0,2.6594455291390557e-07,0,0.0005410269606659329
CUST-01463,16,0,36,0,14235,209,26,15,3,1,1,681.76,0,0,7.93084967908506e-07,0,0.000540693607721303
CUST-00586,6,0,37,1,2895,59,207,27,2,1,1,1064.43,0,0,5.074650761685148e-07,0,0.0005401610510260522
CUST-01193,0,0,20,0,1183,31,13,62,4,1,1,62.85,0,0,8.556677485311714e-06,0,0.0005377871799518413
CUST-02295,13,0,37,1,4323,64,7,32,1,1,1,279.785,0,0,1.9089055650596377e-06,0,0.0005340831435202108
CUST-00652,5,0,38,0,2583,59,11,36,1,1,1,205.81,0,0,2.5856350784636746e-06,0,0.0005321495554986089
CUST-00984,16,0,34,7,10130,87,0,40,4,1,1,255.425,0,0,2.083059294016996e-06,0,0.0005320654201742913
CUST-02107,7,0,35,1,6725,90,183,24,3,1,1,1004.6,0,0,5.290321374598466e-07,0,0.000531465685292162
CUST-00394,4,0,21,0,1875,34,39,19,2,1,1,261.405,0,0,2.029245730224017e-06,0,0.0005304549801092092
CUST-00503,6,0,38,0,3598,56,0,20,1,1,1,200.97,0,0,2.6358389376296453e-06,0,0.0005297245512954299
CUST-00766,5,0,32,0,11465,148,3,46,3,1,1,476.52,0,0,1.1090946280507092e-06,0,0.000528505772158724
CUST-00906,3,0,37,0,1528,43,0,17,3,1,2,62.84,0,0,8.3381470102765e-06,0,0.0005239691581257753
CUST-01955,12,0,42,3,3460,36,495,12,4,1,1,1324.9,0,0,3.9461501442580933e-07,0,0.0005228254326127548
CUST-01407,10,0,36,2,4070,86,46,41,3,1,1,350.24,0,0,1.4927163334301648e-06,0,0.0005228089686205809
CUST-01099,2,0,21,0,860,23,7,9,2,1,1,71.235,0,0,7.332919725797138e-06,0,0.0005223605366671591
CUST-00622,21,0,35,7,10320,87,0,38,4,2,1,260.175,0,0,2.0025324480686133e-06,0,0.0005210088796762515
CUST-00102,7,0,35,0,2393,57,354,22,2,1,1,1703.25,0,0,3.0558888465197614e-07,0,0.0005204942677834784
CUST-01535,1,0,35,0,2590,53,200,25,2,1,1,1018.935,0,0,5.106118146048409e-07,0,0.0005202802493143836
CUST-02159,12,0,46,0,1275,30,35,16,3,1,2,192.2,0,0,2.6973057717094797e-06,0,0.000518422169322562
CUST-01012,8,0,38,0,3953,63,0,35,1,1,1,220.88,0,0,2.346161675800616e-06,0,0.0005182201909508401
CUST-02002,8,0,38,1,6163,98,9,12,3,1,1,286.44,0,0,1.8072014603682794e-06,0,0.00051765478630789
CUST-00754,5,0,33,0,13773,163,0,43,3,1,1,557.44,0,0,9.245901220397439e-07,0,0.0005154035176298349
CUST-01023,7,0,37,0,15240,179,148,30,2,1,1,1359.855,0,0,3.7465135281601054e-07,0,0.000509471515383616
CUST-00193,3,0,29,1,3305,63,18,27,3,1,1,206.72,0,0,2.4501084514594602e-06,0,0.0005064864190856996
CUST-01411,6,0,36,2,4810,87,16,38,3,1,1,259.88,0,0,1.948137206929805e-06,0,0.0005062818973369178
CUST-01917,6,0,36,1,3145,28,7,16,3,1,1,154.92,0,0,3.2601237202629897e-06,0,0.0005050583667431423
CUST-00003,10,0,38,0,4198,66,1,35,1,1,1,240.02,0,0,2.0968570825013335e-06,0,0.0005032876369419701
CUST-01405,9,0,36,1,4493,70,15,48,1,1,1,333.465,0,0,1.5001625285561706e-06,0,0.0005002516975849834
CUST-02084,16,0,31,2,1610,40,36,19,2,1,1,236.25,0,0,2.112368226814658e-06,0,0.000499046993584963
CUST-02393,5,0,41,0,305,6,7,2,3,1,2,40.44,0,0,1.2317114024394648e-05,0,0.0004981040911465196
CUST-01984,18,0,29,2,1590,41,31,17,2,1,1,212.895,0,0,2.3383890226779865e-06,0,0.00049783133098303
CUST-01368,2,0,32,0,15000,168,132,23,2,1,1,1276.56,0,0,3.8798310167817924e-07,0,0.0004952837082782965
CUST-00387,8,0,39,0,2960,61,186,28,2,1,1,972.945,0,0,5.064991932574062e-07,0,0.0004927958575838271
CUST-00039,4,0,26,0,1568,39,30,68,4,1,1,115.175,0,0,4.272165538204304e-06,0,0.0004920466658626807
CUST-01603,4,0,36,0,4400,78,4,26,3,1,1,195.12,0,0,2.51569109292883e-06,0,0.0004908616460522733
CUST-00786,9,0,22,0,700,19,2,6,2,1,2,41.355,0,0,1.1862124941956723e-05,0,0.0004905581769746203
CUST-00364,11,0,40,0,15665,190,161,35,2,1,1,1437.975,0,0,3.395807548891134e-07,0,0.0004883086360116728
CUST-00965,5,0,36,0,3893,60,0,33,1,1,1,217.415,0,0,2.209682477148729e-06,0,0.0004804181157692909
CUST-00463,8,0,38,3,3695,37,504,23,3,1,1,2165.28,0,0,2.2059062652204481e-07,0,0.00047764047179565326
CUST-01191,0,0,30,0,2395,45,158,17,2,1,1,820.8,0,0,5.807180178318724e-07,0,0.0004766533490364008
CUST-02435,5,0,20,1,1400,22,14,2,2,1,1,126.99,0,0,3.711741740245219e-06,0,0.0004713540835937404
CUST-01117,2,0,40,0,5693,91,10,14,2,1,1,305.28,0,0,1.538099438299396e-06,0,0.0004695509965240396
CUST-01534,0,0,34,0,1475,44,63,22,3,1,2,312.76,0,0,1.4910761387441473e-06,0,0.0004663489731536195
CUST-02707,9,0,45,0,1015,26,28,11,3,1,2,153.64,0,0,3.0328603037418203e-06,0,0.0004659686570668932
CUST-00975,0,0,36,0,2790,21,476,6,3,1,1,2016.44,0,0,2.30352473434171e-07,0,0.0004644919415315998
CUST-02317,5,0,33,1,2965,20,7,11,3,1,1,147.4,0,0,3.150549751631296e-06,0,0.0004643910333904531
CUST-00588,4,0,27,1,1683,45,62,72,5,1,1,118.92,0,0,3.893998117986546e-06,0,0.0004630742561909601
CUST-00035,2,0,36,0,3718,82,2,28,2,1,1,180.0,0,0,2.5519900426710877e-06,0,0.0004593582076807958
CUST-01469,0,0,35,0,5813,59,80,20,2,1,1,624.24,0,0,7.316625757461903e-07,0,0.00045673304628380184
CUST-00850,9,0,39,1,3103,69,10,33,2,1,1,187.74,0,0,2.426346609329454e-06,0,0.0004555223124355117
CUST-00340,6,0,21,0,440,15,0,1,2,1,2,20.475,0,0,2.221744926581631e-05,0,0.00045490227371758893
CUST-01990,10,0,13,3,4755,49,227,14,3,1,1,1100.16,0,0,4.127679478296106e-07,0,0.00045411078548422446
CUST-02434,5,0,27,0,2930,57,7,10,3,1,1,147.48,0,0,3.0747204739333753e-06,0,0.00045345977549569416
CUST-01192,0,0,21,0,930,28,176,5,2,2,1,835.11,0,0,5.417072159837941e-07,0,0.00045238511314022627
CUST-01582,0,0,24,0,895,24,154,5,2,2,1,734.355,0,0,6.142341472451502e-07,0,0.00045106591720021227
CUST-01144,2,0,38,0,2555,49,178,25,2,1,1,918.18,0,0,4.906859551050934e-07,0,0.00045053803025839464
CUST-01434,0,0,34,2,633,8,18,15,5,1,1,36.615,0,0,1.2269400382568522e-05,0,0.00044924409500774647
CUST-01299,6,0,9,0,5828,125,63,34,1,2,1,673.915,0,0,6.655953968734249e-07,0,0.0004485547218839541
CUST-01723,0,0,29,0,3413,70,0,25,2,1,1,156.735,0,0,2.8511761474321857e-06,0,0.00044687909346778366
CUST-00040,11,0,27,0,700,25,10,7,2,1,2,77.625,0,0,5.740823561884335e-06,0,0.0004456314289912715
CUST-00073,24,1,38,9,10495,96,6,44,5,2,1,167.865,0,0,2.652010393963684e-06,0,0.0004451797247827138
CUST-01983,8,0,30,2,1190,19,33,7,4,1,1,112.725,0,0,3.92487072693029e-06,0,0.0004424310526932169
CUST-01828,12,0,26,0,1105,30,11,5,2,1,2,100.575,0,0,4.398363582609488e-06,0,0.0004423654173209493
CUST-02722,7,0,43,3,643,16,19,5,5,1,1,38.385,0,0,1.1450214410841263e-05,0,0.0004395164801601419
CUST-02443,15,0,40,2,2873,72,398,30,3,1,1,1709.8,0,0,2.5601938756013536e-07,0,0.0004377419488503194
CUST-01508,1,0,37,0,5728,95,32,14,3,1,1,360.92,0,0,1.2116926860578734e-06,0,0.0004373241242520077
CUST-00238,3,0,23,0,1235,34,183,7,2,2,1,880.605,0,0,4.954965785529525e-07,0,0.0004363367645566227
CUST-01444,9,0,23,1,1520,36,33,26,2,1,1,218.52,0,0,1.991724734275325e-06,0,0.00043523168893384406
CUST-02576,9,0,38,1,4213,89,18,33,3,1,1,244.08,0,0,1.7740700096266352e-06,0,0.00043301500794966916
CUST-01948,12,0,42,2,2725,48,297,22,4,1,1,811.825,0,0,5.30190098779201e-07,0,0.0004304215769414248
CUST-02138,16,0,13,1,9158,175,70,38,5,1,1,244.995,0,0,1.7477966694708234e-06,0,0.0004282014450370044
CUST-00948,21,1,36,8,10435,93,1,42,5,1,1,159.42,0,0,2.6805062645807244e-06,0,0.00042732630869945907
CUST-00023,21,1,36,8,10435,93,1,42,5,2,1,159.42,0,0,2.6805062645807244e-06,0,0.00042732630869945907
CUST-00100,5,0,36,0,4310,68,0,15,2,1,1,197.01,0,0,2.1668705426993862e-06,0,0.0004268951656172061
CUST-02188,22,0,23,2,9498,187,95,48,5,1,1,287.775,0,0,1.4805732787290352e-06,0,0.00042607197528624806
CUST-01095,0,0,23,0,950,27,181,7,2,2,1,858.465,0,0,4.935625772547327e-07,0,0.0004237061978829841
CUST-01630,0,0,33,0,1550,39,40,21,3,1,2,223.56,0,0,1.8929907552968075e-06,0,0.0004231970132541543
CUST-01482,0,0,32,0,6060,100,243,16,2,2,1,1370.7,0,0,3.0796538435604586e-07,0,0.0004221281523368321
CUST-00123,18,0,34,7,10375,90,0,40,4,1,1,261.625,0,0,1.6048843814150712e-06,0,0.000419877876287718
CUST-01933,5,0,28,0,1130,16,28,5,4,1,2,98.65,0,0,4.255702233110206e-06,0,0.00041982502529632187
CUST-00614,3,0,36,0,6385,80,154,22,3,1,1,874.6,0,0,4.779817947948382e-07,0,0.00041804287772756547
CUST-02479,9,0,30,3,1735,48,232,17,3,2,1,999.32,0,0,4.1825661451813375e-07,0,0.00041797220002026144
